what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354798504
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354825921
started,bundle,org.eclipse.mylyn.java.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.ui",1650354850103
started,bundle,org.eclipse.pde.api.tools,1.0.101.v20090714,"org.eclipse.pde.api.tools",1650354850182
started,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1650354850183
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1650354865466
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1650354866662
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1650354871573
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1650354881148
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1650354883192
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354891694
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354891917
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354903052
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354919535
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1650354949365
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354964671
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650354964894
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1650354989070
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650355014483
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1650355020318
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1650355020339
